No,sec,Time,Julabo_ex_pv(°C),Pressure(Pa),P_slope,,,Weight(g),W_slope,,,Interval
 6 , 103590.187 ,14:35:05,31.15,1533472,-239.856,>=,35.000,7.939440,0.0000716,>=,0.000010,/1500sec
 6 , 105089.828 ,15:00:04,31.15,1533472,-227.232,>=,35.000,7.939460,0.0000590,>=,0.000010,/1500sec
 6 , 106590.172 ,15:25:05,31.16,1533258,-204.897,>=,35.000,7.939500,0.0000514,>=,0.000010,/1500sec
 6 , 108090.172 ,15:50:05,31.16,1533151,-177.707,>=,35.000,7.939520,0.0000448,>=,0.000010,/1500sec
 6 , 109590.219 ,16:15:05,31.15,1533045,-158.286,>=,35.000,7.939530,0.0000386,>=,0.000010,/1500sec
 6 , 111090.031 ,16:40:05,31.16,1532938,-143.719,>=,35.000,7.939540,0.0000341,>=,0.000010,/1500sec
 6 , 111722.969 ,16:50:38,31.16,1532831,-130.124,>=,35.000,7.939570,0.0000296,<,0.000030,/300sec
 7 , 112812.25 ,17:08:47,31.18,2029003,,,,7.899400,,,0.000030,/300sec
 7 , 113112.453 ,17:13:47,31.18,2028362,,,,7.900510,,,0.000030,/300sec
 7 , 113412.469 ,17:18:47,31.18,2027935,,,,7.901330,,,0.000030,/300sec
 7 , 113712.703 ,17:23:47,31.17,2027507,,,,7.902040,,,0.000030,/300sec
 7 , 114012.484 ,17:28:47,31.17,2027294,,,,7.902640,,,0.000030,/300sec
 7 , 114312.516 ,17:33:47,31.17,2026973,,,,7.903210,,,0.000030,/300sec
 7 , 114612.781 ,17:38:47,31.17,2026760,,,,7.903690,,,0.000030,/300sec
 7 , 114912.734 ,17:43:47,31.17,2026760,,,,7.904130,,,0.000030,/300sec
 7 , 115212.281 ,17:48:47,31.17,2026439,,,,7.904560,,,0.000030,/300sec
 7 , 115512.344 ,17:53:47,31.17,2026439,,,,7.904920,,,0.000030,/300sec
 7 , 115812.547 ,17:58:47,31.16,2026226,-255.393,>=,35.000,7.905280,0.0005633,>=,0.000030,/300sec
 7 , 116112.469 ,18:03:47,31.16,2026012,-215.579,>=,35.000,7.905640,0.0004986,>=,0.000030,/300sec
 7 , 116412.328 ,18:08:47,31.16,2025905,-188.389,>=,35.000,7.905930,0.0004510,>=,0.000030,/300sec
 7 , 116712.141 ,18:13:47,31.15,2025691,-171.881,>=,35.000,7.906230,0.0004125,>=,0.000030,/300sec
 7 , 117012.547 ,18:18:47,31.15,2025478,-167.996,>=,35.000,7.906540,0.0003822,>=,0.000030,/300sec
 7 , 117312.797 ,18:23:47,31.14,2025371,-162.170,>=,35.000,7.906800,0.0003555,>=,0.000030,/300sec
 7 , 117612.234 ,18:28:47,31.13,2025157,-166.054,>=,35.000,7.907040,0.0003331,>=,0.000030,/300sec
 7 , 117912.312 ,18:33:47,31.13,2025157,-165.083,>=,35.000,7.907270,0.0003125,>=,0.000030,/300sec
 7 , 118212.187 ,18:38:47,31.12,2025157,-149.546,>=,35.000,7.907470,0.0002924,>=,0.000030,/300sec
 7 , 118512.5 ,18:43:47,31.11,2024730,-156.343,>=,35.000,7.907710,0.0002763,>=,0.000030,/300sec
 7 , 118812.672 ,18:48:47,31.11,2024516,-157.314,>=,35.000,7.907890,0.0002594,>=,0.000030,/300sec
 7 , 119112.594 ,18:53:47,31.10,2024623,-147.604,>=,35.000,7.908070,0.0002433,>=,0.000030,/300sec
 7 , 119412.484 ,18:58:47,31.09,2024410,-144.690,>=,35.000,7.908240,0.0002292,>=,0.000030,/300sec
 7 , 119712.422 ,19:03:47,31.09,2024303,-137.893,>=,35.000,7.908420,0.0002155,>=,0.000030,/300sec
 7 , 120012.187 ,19:08:47,31.09,2024410,-123.327,>=,35.000,7.908540,0.0002009,>=,0.000030,/300sec
 7 , 120312.328 ,19:13:47,31.08,2024303,-113.616,>=,35.000,7.908660,0.0001877,>=,0.000030,/300sec
 7 , 120612.766 ,19:18:47,31.08,2024089,-108.761,>=,35.000,7.908810,0.0001763,>=,0.000030,/300sec
 7 , 120912.172 ,19:23:47,31.08,2023982,-108.761,>=,35.000,7.908940,0.0001655,>=,0.000030,/300sec
 7 , 121212.906 ,19:28:48,31.08,2024089,-93.223,>=,35.000,7.909050,0.0001551,>=,0.000030,/300sec
 7 , 121512.812 ,19:33:47,31.07,2023876,-77.686,>=,35.000,7.909160,0.0001444,>=,0.000030,/300sec
 7 , 121812.719 ,19:38:47,31.07,2023769,-78.657,>=,35.000,7.909270,0.0001364,>=,0.000030,/300sec
 7 , 122112.109 ,19:43:47,31.07,2023662,-87.397,>=,35.000,7.909370,0.0001285,>=,0.000030,/300sec
 7 , 122412.75 ,19:48:47,31.07,2023769,-77.686,>=,35.000,7.909450,0.0001207,>=,0.000030,/300sec
 7 , 122712.609 ,19:53:47,31.06,2023662,-76.715,>=,35.000,7.909510,0.0001124,>=,0.000030,/300sec
 7 , 123012.562 ,19:58:47,31.07,2023555,-79.628,>=,35.000,7.909610,0.0001068,>=,0.000030,/300sec
 7 , 123312.375 ,20:03:47,31.07,2023555,-69.918,>=,35.000,7.909680,0.0001002,>=,0.000030,/300sec
 7 , 123612.5 ,20:08:47,31.07,2023555,-58.265,>=,35.000,7.909750,0.0000929,>=,0.000030,/300sec
 7 , 123912.516 ,20:13:47,31.06,2023448,-56.322,>=,35.000,7.909810,0.0000866,>=,0.000030,/300sec
 7 , 124212.594 ,20:18:47,31.06,2023341,-59.236,>=,35.000,7.909910,0.0000829,>=,0.000030,/300sec
 7 , 124512.578 ,20:23:47,31.07,2023341,-50.496,>=,35.000,7.909950,0.0000782,>=,0.000030,/300sec
 7 , 124812.25 ,20:28:47,31.07,2023341,-46.612,>=,35.000,7.910010,0.0000740,>=,0.000030,/300sec
 7 , 125112.219 ,20:33:47,31.06,2023235,-48.554,>=,35.000,7.910060,0.0000704,>=,0.000030,/300sec
 7 , 125412.312 ,20:38:47,31.07,2023128,-56.322,>=,35.000,7.910110,0.0000673,>=,0.000030,/300sec
 7 , 125712.562 ,20:43:47,31.08,2023128,-53.409,>=,35.000,7.910150,0.0000636,>=,0.000030,/300sec
 7 , 126012.406 ,20:48:47,31.08,2023235,-45.641,>=,35.000,7.910200,0.0000592,>=,0.000030,/300sec
 7 , 126312.609 ,20:53:47,31.07,2023021,-49.525,>=,35.000,7.910240,0.0000557,>=,0.000030,/300sec
 7 , 126612.672 ,20:58:47,31.07,2023021,-48.554,>=,35.000,7.910290,0.0000526,>=,0.000030,/300sec
 7 , 126912.359 ,21:03:47,31.08,2022807,-52.438,>=,35.000,7.910330,0.0000496,>=,0.000030,/300sec
 7 , 127212.453 ,21:08:47,31.08,2022914,-50.496,>=,35.000,7.910360,0.0000460,>=,0.000030,/300sec
 7 , 127512.734 ,21:13:47,31.07,2022807,-54.380,>=,35.000,7.910400,0.0000446,>=,0.000030,/300sec
 7 , 127812.391 ,21:18:47,31.08,2022701,-58.265,>=,35.000,7.910430,0.0000424,>=,0.000030,/300sec
 7 , 128112.203 ,21:23:47,31.08,2022701,-56.322,>=,35.000,7.910460,0.0000404,>=,0.000030,/300sec
 7 , 128412.484 ,21:28:47,31.08,2022807,-49.525,>=,35.000,7.910480,0.0000379,>=,0.000030,/300sec
 7 , 128712.5 ,21:33:47,31.07,2022594,-54.380,>=,35.000,7.910520,0.0000362,>=,0.000030,/300sec
 7 , 129012.406 ,21:38:47,31.08,2022701,-49.525,>=,35.000,7.910540,0.0000338,>=,0.000030,/300sec
 7 , 129312.391 ,21:43:47,31.08,2022701,-34.959,<,35.000,7.910580,0.0000325,>=,0.000030,/300sec
 7 , 129612.719 ,21:48:47,31.08,2022594,-32.046,<,35.000,7.910590,0.0000303,>=,0.000030,/300sec
 7 , 129912.281 ,21:53:47,31.07,2022380,-34.959,<,35.000,7.910630,0.0000295,<,0.000030,/300sec
 8 , 131030.469 ,22:12:25,31.10,2517377,,,,7.867880,,,0.000030,/300sec
 8 , 131330.734 ,22:17:25,31.09,2516736,,,,7.869110,,,0.000030,/300sec
 8 , 131630.437 ,22:22:25,31.09,2516309,,,,7.870050,,,0.000030,/300sec
 8 , 131930.516 ,22:27:25,31.09,2515988,,,,7.870820,,,0.000030,/300sec
 8 , 132230.109 ,22:32:25,31.08,2515668,,,,7.871490,,,0.000030,/300sec
 8 , 132530.203 ,22:37:25,31.08,2515454,,,,7.872130,,,0.000030,/300sec
 8 , 132830.547 ,22:42:25,31.09,2515454,,,,7.872660,,,0.000030,/300sec
 8 , 133130.437 ,22:47:25,31.08,2515134,,,,7.873150,,,0.000030,/300sec
 8 , 133430.125 ,22:52:25,31.07,2514813,,,,7.873630,,,0.000030,/300sec
 8 , 133730.422 ,22:57:25,31.08,2514706,,,,7.874040,,,0.000030,/300sec
 8 , 134030.625 ,23:02:25,31.08,2514279,-272.873,>=,35.000,7.874500,0.0006308,>=,0.000030,/300sec
 8 , 134330.5 ,23:07:25,31.08,2514279,-238.885,>=,35.000,7.874840,0.0005583,>=,0.000030,/300sec
 8 , 134630.25 ,23:12:25,31.07,2514279,-211.695,>=,35.000,7.875160,0.0005041,>=,0.000030,/300sec
 8 , 134930.5 ,23:17:25,31.07,2514172,-190.331,>=,35.000,7.875470,0.0004603,>=,0.000030,/300sec
 8 , 135230.312 ,23:22:25,31.08,2514172,-167.025,>=,35.000,7.875780,0.0004233,>=,0.000030,/300sec
 8 , 135530.25 ,23:27:25,31.08,2514066,-149.546,>=,35.000,7.876030,0.0003891,>=,0.000030,/300sec
 8 , 135830.422 ,23:32:25,31.07,2513852,-138.864,>=,35.000,7.876330,0.0003622,>=,0.000030,/300sec
 8 , 136130.516 ,23:37:25,31.07,2513745,-118.471,>=,35.000,7.876530,0.0003351,>=,0.000030,/300sec
 8 , 136430.625 ,23:42:25,31.08,2513531,-109.732,>=,35.000,7.876800,0.0003118,>=,0.000030,/300sec
 8 , 136730.453 ,23:47:25,31.07,2513638,-99.050,>=,35.000,7.876970,0.0002893,>=,0.000030,/300sec
 8 , 137030.453 ,23:52:25,31.07,2513425,-93.223,>=,35.000,7.877200,0.0002692,>=,0.000030,/300sec
 8 , 137330.109 ,23:57:25,31.08,2513425,-99.050,>=,35.000,7.877370,0.0002532,>=,0.000030,/300sec
 8 , 137630.328 ,00:02:25,31.08,2513104,-111.674,>=,35.000,7.877550,0.0002378,>=,0.000030,/300sec
 8 , 137930.594 ,00:07:25,31.08,2513211,-108.761,>=,35.000,7.877730,0.0002235,>=,0.000030,/300sec
 8 , 138230.469 ,00:12:25,31.08,2512997,-111.674,>=,35.000,7.877870,0.0002090,>=,0.000030,/300sec
 8 , 138530.703 ,00:17:25,31.08,2512997,-103.905,>=,35.000,7.878000,0.0001955,>=,0.000030,/300sec
 8 , 138830.391 ,00:22:25,31.08,2512997,-91.281,>=,35.000,7.878150,0.0001824,>=,0.000030,/300sec
 8 , 139130.328 ,00:27:25,31.08,2512997,-80.599,>=,35.000,7.878240,0.0001704,>=,0.000030,/300sec
 8 , 139430.437 ,00:32:25,31.07,2512784,-77.686,>=,35.000,7.878370,0.0001578,>=,0.000030,/300sec
 8 , 139730.484 ,00:37:25,31.08,2512677,-82.542,>=,35.000,7.878520,0.0001501,>=,0.000030,/300sec
 8 , 140030.484 ,00:42:25,31.08,2512784,-68.946,>=,35.000,7.878570,0.0001383,>=,0.000030,/300sec
 8 , 140330.625 ,00:47:25,31.08,2512784,-59.236,>=,35.000,7.878700,0.0001304,>=,0.000030,/300sec
 8 , 140630.703 ,00:52:25,31.07,2512463,-58.265,>=,35.000,7.878780,0.0001217,>=,0.000030,/300sec
 8 , 140930.297 ,00:57:25,31.08,2512463,-66.033,>=,35.000,7.878880,0.0001146,>=,0.000030,/300sec
 8 , 141230.297 ,01:02:25,31.08,2512356,-67.004,>=,35.000,7.878980,0.0001098,>=,0.000030,/300sec
 8 , 141530.562 ,01:07:25,31.08,2512356,-71.860,>=,35.000,7.879030,0.0001035,>=,0.000030,/300sec
 8 , 141830.25 ,01:12:25,31.07,2512143,-80.599,>=,35.000,7.879080,0.0000961,>=,0.000030,/300sec
 8 , 142130.234 ,01:17:25,31.07,2512143,-81.570,>=,35.000,7.879170,0.0000911,>=,0.000030,/300sec
 8 , 142430.5 ,01:22:25,31.08,2512250,-69.918,>=,35.000,7.879210,0.0000835,>=,0.000030,/300sec
 8 , 142730.281 ,01:27:25,31.08,2512356,-58.265,>=,35.000,7.879280,0.0000775,>=,0.000030,/300sec
 8 , 143030.219 ,01:32:25,31.08,2512036,-63.120,>=,35.000,7.879350,0.0000745,>=,0.000030,/300sec
 8 , 143330.234 ,01:37:25,31.08,2511929,-61.178,>=,35.000,7.879390,0.0000685,>=,0.000030,/300sec
 8 , 143630.437 ,01:42:25,31.09,2512036,-46.612,>=,35.000,7.879430,0.0000639,>=,0.000030,/300sec
 8 , 143930.266 ,01:47:25,31.09,2512036,-42.727,>=,35.000,7.879490,0.0000598,>=,0.000030,/300sec
 8 , 144230.453 ,01:52:25,31.08,2512036,-34.959,<,35.000,7.879510,0.0000556,>=,0.000030,/300sec
 8 , 144530.562 ,01:57:25,31.09,2511822,-38.843,>=,35.000,7.879540,0.0000525,>=,0.000030,/300sec
 8 , 144830.422 ,02:02:25,31.09,2511716,-42.727,>=,35.000,7.879610,0.0000503,>=,0.000030,/300sec
 8 , 145130.266 ,02:07:25,31.10,2511929,-42.727,>=,35.000,7.879630,0.0000464,>=,0.000030,/300sec
 8 , 145430.469 ,02:12:25,31.09,2511822,-45.641,>=,35.000,7.879650,0.0000433,>=,0.000030,/300sec
 8 , 145730.859 ,02:17:26,31.09,2511609,-49.525,>=,35.000,7.879700,0.0000403,>=,0.000030,/300sec
 8 , 146030.297 ,02:22:25,31.10,2511609,-41.756,>=,35.000,7.879710,0.0000371,>=,0.000030,/300sec
 8 , 146330.391 ,02:27:25,31.10,2511716,-39.814,>=,35.000,7.879740,0.0000352,>=,0.000030,/300sec
 8 , 146630.156 ,02:32:25,31.10,2511716,-40.785,>=,35.000,7.879770,0.0000333,>=,0.000030,/300sec
 8 , 146930.219 ,02:37:25,31.10,2511502,-43.698,>=,35.000,7.879830,0.0000328,>=,0.000030,/300sec
 8 , 147230.281 ,02:42:25,31.11,2511502,-41.756,>=,35.000,7.879850,0.0000329,>=,0.000030,/300sec
 8 , 147530.672 ,02:47:25,31.11,2511609,-30.103,<,35.000,7.879870,0.0000317,>=,0.000030,/300sec
 8 , 147830.391 ,02:52:25,31.11,2511502,-31.074,<,35.000,7.879860,0.0000285,<,0.000030,/300sec
 9 , 148949.797 ,03:11:04,31.16,3005858,,,,7.834030,,,0.000030,/300sec
 9 , 149250.109 ,03:16:05,31.15,3005217,,,,7.835320,,,0.000030,/300sec
 9 , 149550 ,03:21:05,31.15,3004576,,,,7.836350,,,0.000030,/300sec
 9 , 149850.125 ,03:26:05,31.15,3004255,,,,7.837180,,,0.000030,/300sec
 9 , 150149.687 ,03:31:04,31.15,3003935,,,,7.837960,,,0.000030,/300sec
 9 , 150450.062 ,03:36:05,31.15,3003935,,,,7.838570,,,0.000030,/300sec
 9 , 150749.812 ,03:41:04,31.15,3003721,,,,7.839140,,,0.000030,/300sec
 9 , 151049.547 ,03:46:04,31.15,3003401,,,,7.839730,,,0.000030,/300sec
 9 , 151349.734 ,03:51:04,31.16,3003401,,,,7.840170,,,0.000030,/300sec
 9 , 151650 ,03:56:05,31.16,3003401,,,,7.840650,,,0.000030,/300sec
 9 , 151950.094 ,04:01:05,31.16,3003080,-241.798,>=,35.000,7.841080,0.0006755,>=,0.000030,/300sec
 9 , 152249.75 ,04:06:04,31.16,3002867,-199.071,>=,35.000,7.841450,0.0005960,>=,0.000030,/300sec
 9 , 152549.891 ,04:11:05,31.16,3002653,-173.823,>=,35.000,7.841880,0.0005389,>=,0.000030,/300sec
 9 , 152849.875 ,04:16:05,31.18,3002867,-150.517,>=,35.000,7.842150,0.0004906,>=,0.000030,/300sec
 9 , 153150.203 ,04:21:05,31.17,3002760,-134.009,>=,35.000,7.842480,0.0004499,>=,0.000030,/300sec
 9 , 153449.984 ,04:26:05,31.17,3002333,-140.806,>=,35.000,7.842800,0.0004181,>=,0.000030,/300sec
 9 , 153749.672 ,04:31:04,31.17,3002226,-137.893,>=,35.000,7.843020,0.0003855,>=,0.000030,/300sec
 9 , 154050.078 ,04:36:05,31.18,3002226,-131.095,>=,35.000,7.843310,0.0003568,>=,0.000030,/300sec
 9 , 154349.609 ,04:41:04,31.18,3002440,-118.471,>=,35.000,7.843480,0.0003301,>=,0.000030,/300sec
 9 , 154649.641 ,04:46:04,31.18,3002119,-111.674,>=,35.000,7.843730,0.0003046,>=,0.000030,/300sec
 9 , 154950.078 ,04:51:05,31.18,3001799,-107.790,>=,35.000,7.843950,0.0002830,>=,0.000030,/300sec
 9 , 155250.047 ,04:56:05,31.19,3001905,-101.963,>=,35.000,7.844150,0.0002639,>=,0.000030,/300sec
 9 , 155549.687 ,05:01:04,31.19,3002119,-87.397,>=,35.000,7.844320,0.0002448,>=,0.000030,/300sec
 9 , 155849.656 ,05:06:04,31.19,3002012,-82.542,>=,35.000,7.844460,0.0002295,>=,0.000030,/300sec
 9 , 156149.797 ,05:11:04,31.19,3001692,-74.773,>=,35.000,7.844630,0.0002131,>=,0.000030,/300sec
 9 , 156449.75 ,05:16:04,31.20,3001692,-62.149,>=,35.000,7.844750,0.0001976,>=,0.000030,/300sec
 9 , 156749.562 ,05:21:04,31.20,3001799,-58.265,>=,35.000,7.844920,0.0001867,>=,0.000030,/300sec
 9 , 157049.797 ,05:26:04,31.20,3001799,-55.351,>=,35.000,7.845030,0.0001735,>=,0.000030,/300sec
 9 , 157350.312 ,05:31:05,31.20,3001585,-58.265,>=,35.000,7.845130,0.0001625,>=,0.000030,/300sec
 9 , 157649.891 ,05:36:05,31.20,3001371,-53.409,>=,35.000,7.845250,0.0001495,>=,0.000030,/300sec
 9 , 157949.828 ,05:41:04,31.21,3001371,-56.322,>=,35.000,7.845360,0.0001392,>=,0.000030,/300sec
 9 , 158249.937 ,05:46:05,31.22,3001585,-60.207,>=,35.000,7.845460,0.0001305,>=,0.000030,/300sec
 9 , 158550.078 ,05:51:05,31.22,3001585,-56.322,>=,35.000,7.845510,0.0001214,>=,0.000030,/300sec
 9 , 158849.672 ,05:56:04,31.22,3001371,-47.583,>=,35.000,7.845600,0.0001132,>=,0.000030,/300sec
 9 , 159149.828 ,06:01:04,31.22,3001371,-37.872,>=,35.000,7.845690,0.0001051,>=,0.000030,/300sec
 9 , 159449.859 ,06:06:05,31.23,3001371,-39.814,>=,35.000,7.845810,0.0001005,>=,0.000030,/300sec
 9 , 159749.953 ,06:11:05,31.23,3001158,-48.554,>=,35.000,7.845870,0.0000945,>=,0.000030,/300sec
 9 , 160049.844 ,06:16:05,31.23,3000944,-56.322,>=,35.000,7.845920,0.0000899,>=,0.000030,/300sec
 9 , 160350.156 ,06:21:05,31.24,3001051,-51.467,>=,35.000,7.845980,0.0000849,>=,0.000030,/300sec
 9 , 160649.906 ,06:26:05,31.24,3001158,-46.612,>=,35.000,7.846020,0.0000785,>=,0.000030,/300sec
 9 , 160949.953 ,06:31:05,31.24,3001158,-49.525,>=,35.000,7.846080,0.0000734,>=,0.000030,/300sec
 9 , 161249.641 ,06:36:04,31.24,3001051,-55.351,>=,35.000,7.846100,0.0000675,>=,0.000030,/300sec
 9 , 161550.078 ,06:41:05,31.24,3000837,-56.322,>=,35.000,7.846190,0.0000645,>=,0.000030,/300sec
 9 , 161849.625 ,06:46:04,31.25,3000837,-50.496,>=,35.000,7.846210,0.0000585,>=,0.000030,/300sec
 9 , 162150.094 ,06:51:05,31.25,3001051,-39.814,>=,35.000,7.846280,0.0000543,>=,0.000030,/300sec
 9 , 162450.094 ,06:56:05,31.25,3000944,-31.074,<,35.000,7.846300,0.0000496,>=,0.000030,/300sec
 9 , 162750.078 ,07:01:05,31.25,3000837,-23.306,<,35.000,7.846320,0.0000469,>=,0.000030,/300sec
 9 , 163049.906 ,07:06:05,31.25,3000730,-27.190,<,35.000,7.846380,0.0000455,>=,0.000030,/300sec
 9 , 163349.781 ,07:11:04,31.26,3000944,-29.132,<,35.000,7.846410,0.0000436,>=,0.000030,/300sec
 9 , 163649.969 ,07:16:05,31.25,3000730,-34.959,<,35.000,7.846430,0.0000415,>=,0.000030,/300sec
 9 , 163949.687 ,07:21:04,31.25,3000517,-41.756,>=,35.000,7.846440,0.0000378,>=,0.000030,/300sec
 9 , 164249.687 ,07:26:04,31.26,3000410,-47.583,>=,35.000,7.846500,0.0000364,>=,0.000030,/300sec
 9 , 164549.953 ,07:31:05,31.26,3000410,-52.438,>=,35.000,7.846510,0.0000326,>=,0.000030,/300sec
 9 , 164850.062 ,07:36:05,31.25,3000196,-72.831,>=,35.000,7.846530,0.0000310,>=,0.000030,/300sec
 9 , 165150.062 ,07:41:05,31.25,2999876,-101.963,>=,35.000,7.846590,0.0000301,>=,0.000030,/300sec
 9 , 165449.734 ,07:46:04,31.25,2999876,-110.703,>=,35.000,7.846610,0.0000305,>=,0.000030,/300sec
 9 , 165750.328 ,07:51:05,31.25,2999876,-114.587,>=,35.000,7.846620,0.0000294,<,0.000030,/300sec
 10 , 167125.062 ,08:14:00,31.25,3492526,,,,7.797390,,,0.000030,/300sec
 10 , 167425.25 ,08:19:00,31.24,3491290,,,,7.798860,,,0.000030,/300sec
 10 , 167725.484 ,08:24:00,31.24,3490466,,,,7.799920,,,0.000030,/300sec
 10 , 168025.344 ,08:29:00,31.23,3490466,,,,7.800750,,,0.000030,/300sec
 10 , 168325.328 ,08:34:00,31.21,3490054,,,,7.801590,,,0.000030,/300sec
 10 , 168625.328 ,08:39:00,31.21,3489642,,,,7.802260,,,0.000030,/300sec
 10 , 168925 ,08:44:00,31.20,3489230,,,,7.802920,,,0.000030,/300sec
 10 , 169225.281 ,08:49:00,31.20,3489642,,,,7.803480,,,0.000030,/300sec
 10 , 169524.984 ,08:54:00,31.19,3488406,,,,7.803990,,,0.000030,/300sec
 10 , 169824.922 ,08:59:00,31.18,3488818,,,,7.804520,,,0.000030,/300sec
 10 , 170125.25 ,09:04:00,31.18,3488406,-355.818,>=,135.000,7.804960,0.0007226,>=,0.000030,/300sec
 10 , 170425.359 ,09:09:00,31.18,3488406,-280.909,>=,135.000,7.805360,0.0006363,>=,0.000030,/300sec
 10 , 170725.406 ,09:14:00,31.17,3487994,-254.691,>=,135.000,7.805720,0.0005740,>=,0.000030,/300sec
 10 , 171025.031 ,09:19:00,31.17,3487994,-243.454,>=,135.000,7.806120,0.0005254,>=,0.000030,/300sec
 10 , 171325.437 ,09:24:00,31.17,3487994,-209.745,>=,135.000,7.806360,0.0004765,>=,0.000030,/300sec
 10 , 171625.187 ,09:29:00,31.17,3487582,-194.764,>=,135.000,7.806730,0.0004394,>=,0.000030,/300sec
 10 , 171925.359 ,09:34:00,31.16,3487582,-179.782,>=,135.000,7.806990,0.0004038,>=,0.000030,/300sec
 10 , 172225.359 ,09:39:00,31.15,3487170,-187.273,>=,135.000,7.807260,0.0003735,>=,0.000030,/300sec
 10 , 172525.187 ,09:44:00,31.14,3486346,-191.018,>=,135.000,7.807570,0.0003485,>=,0.000030,/300sec
 10 , 172825.375 ,09:49:00,31.13,3485934,-250.945,>=,135.000,7.807790,0.0003240,>=,0.000030,/300sec
 10 , 173125.031 ,09:54:00,31.12,3486346,-247.200,>=,135.000,7.807940,0.0003007,>=,0.000030,/300sec
 10 , 173425.359 ,09:59:00,31.11,3485934,-262.182,>=,135.000,7.808180,0.0002813,>=,0.000030,/300sec
 10 , 173725.391 ,10:04:00,31.10,3485934,-254.691,>=,135.000,7.808320,0.0002607,>=,0.000030,/300sec
 10 , 174025.312 ,10:09:00,31.09,3485934,-247.200,>=,135.000,7.808560,0.0002438,>=,0.000030,/300sec
 10 , 174325.578 ,10:14:00,31.07,3485522,-239.709,>=,135.000,7.808720,0.0002302,>=,0.000030,/300sec
 10 , 174625.375 ,10:19:00,31.06,3485110,-228.473,>=,135.000,7.808920,0.0002151,>=,0.000030,/300sec
 10 , 174925.516 ,10:24:00,31.06,3485110,-213.491,>=,135.000,7.808930,0.0001974,>=,0.000030,/300sec
 10 , 175225.469 ,10:29:00,31.06,3485522,-157.309,>=,135.000,7.809060,0.0001797,>=,0.000030,/300sec
 10 , 175524.906 ,10:34:00,31.04,3484286,-161.054,>=,135.000,7.809290,0.0001685,>=,0.000030,/300sec
 10 , 175825.453 ,10:39:00,31.04,3484698,-164.800,>=,135.000,7.809390,0.0001602,>=,0.000030,/300sec
 10 , 176125.187 ,10:44:00,31.05,3484286,-194.764,>=,135.000,7.809460,0.0001505,>=,0.000030,/300sec
 10 , 176425.531 ,10:49:00,31.04,3484698,-168.545,>=,135.000,7.809590,0.0001398,>=,0.000030,/300sec
 10 , 176724.906 ,10:54:00,31.03,3485110,-131.091,<,135.000,7.809740,0.0001340,>=,0.000030,/300sec
 10 , 177025.281 ,10:59:00,31.04,3484698,-104.873,<,135.000,7.809800,0.0001244,>=,0.000030,/300sec
 10 , 177325.469 ,11:04:00,31.03,3484698,-67.418,<,135.000,7.809870,0.0001175,>=,0.000030,/300sec
 10 , 177625.297 ,11:09:00,31.03,3483874,-78.654,<,135.000,7.810030,0.0001148,>=,0.000030,/300sec
 10 , 177924.906 ,11:14:00,31.03,3484698,-59.927,<,135.000,7.810150,0.0001165,>=,0.000030,/300sec
 10 , 178225.687 ,11:19:00,31.03,3483874,-74.909,<,135.000,7.810160,0.0001081,>=,0.000030,/300sec
 10 , 178525.234 ,11:24:00,31.03,3484286,-37.455,<,135.000,7.810180,0.0000965,>=,0.000030,/300sec
 10 , 178825.297 ,11:29:00,31.03,3483874,-74.909,<,135.000,7.810230,0.0000895,>=,0.000030,/300sec
 10 , 179124.937 ,11:34:00,31.02,3483462,-104.873,<,135.000,7.810350,0.0000848,>=,0.000030,/300sec
 10 , 179425.203 ,11:39:00,31.02,3483462,-146.073,>=,135.000,7.810360,0.0000757,>=,0.000030,/300sec
 10 , 179725.344 ,11:44:00,31.01,3483462,-157.309,>=,135.000,7.810450,0.0000696,>=,0.000030,/300sec
 10 , 180025.25 ,11:49:00,31.01,3483462,-134.836,<,135.000,7.810530,0.0000675,>=,0.000030,/300sec
 10 , 180325.437 ,11:54:00,31.01,3482638,-157.309,>=,135.000,7.810520,0.0000611,>=,0.000030,/300sec
 10 , 180625.406 ,11:59:00,31.00,3483462,-123.600,<,135.000,7.810610,0.0000560,>=,0.000030,/300sec
 10 , 180924.922 ,12:04:00,30.99,3483050,-142.327,>=,135.000,7.810600,0.0000525,>=,0.000030,/300sec
 10 , 181225.391 ,12:09:00,30.99,3482226,-146.073,>=,135.000,7.810680,0.0000539,>=,0.000030,/300sec
 10 , 181524.922 ,12:14:00,30.99,3482226,-172.291,>=,135.000,7.810720,0.0000529,>=,0.000030,/300sec
 10 , 181825.203 ,12:19:00,30.98,3483050,-123.600,<,135.000,7.810720,0.0000479,>=,0.000030,/300sec
 10 , 182125.5 ,12:24:00,30.96,3482226,-123.600,<,135.000,7.810800,0.0000444,>=,0.000030,/300sec
 10 , 182425.25 ,12:29:00,30.97,3482226,-131.091,<,135.000,7.810790,0.0000417,>=,0.000030,/300sec
 10 , 182725.297 ,12:34:00,30.96,3482226,-127.345,<,135.000,7.810810,0.0000365,>=,0.000030,/300sec
 10 , 183025.219 ,12:39:00,30.95,3481814,-131.091,<,135.000,7.810840,0.0000335,>=,0.000030,/300sec
 10 , 183325.437 ,12:44:00,30.95,3482638,-82.400,<,135.000,7.810900,0.0000341,>=,0.000030,/300sec
 10 , 183625.094 ,12:49:00,30.94,3482638,-71.164,<,135.000,7.810880,0.0000298,<,0.000030,/300sec
 11 , 184772.344 ,13:08:07,30.96,3974566,,,,7.756690,,,0.000030,/300sec
